id,comp,question,clean,pos,lemma
26986,0,"I like a girl a lot and she's my neighbor, but she's not interested in me. When I see her, still, my heart pounds, and I feel like talking to her or texting her. She wants me as a friend but I can't see her as just my friend, and I get hurt a lot by what she says sometimes. How do I move on?",i like a girl a lot and she s my neighbor but she s not interested in me when i see her still my heart pounds and i feel like talking to her or texting her she wants me as a friend but i can t see her as just my friend and i get hurt a lot by what she says sometimes how do i move on,"['PRP', 'VBP', 'DT', 'NN', 'DT', 'NN', 'CC', 'PRP', 'VBZ', 'PRP$', 'NN', 'CC', 'PRP', 'VBZ', 'RB', 'JJ', 'IN', 'PRP', 'WRB', 'PRP', 'VBP', 'PRP', 'RB', 'PRP$', 'NN', 'NNS', 'CC', 'PRP', 'VBP', 'IN', 'VBG', 'IN', 'PRP', 'CC', 'VBG', 'PRP', 'PRP', 'VBZ', 'PRP', 'IN', 'DT', 'NN', 'CC', 'PRP', 'MD', 'RB', 'VB', 'PRP', 'IN', 'RB', 'PRP$', 'NN', 'CC', 'PRP', 'VBP', 'VBN', 'DT', 'NN', 'IN', 'WP', 'PRP', 'VBZ', 'RB', 'WRB', 'VBP', 'PRP', 'VB', 'RB']","['i', 'like', 'a', 'girl', 'a', 'lot', 'and', 'she', 'be', 'my', 'neighbor', 'but', 'she', 'be', 'not', 'interested', 'in', 'I', 'when', 'i', 'see', 'she', 'still', 'my', 'heart', 'pound', 'and', 'i', 'feel', 'like', 'talk', 'to', 'she', 'or', 'texting', 'she', 'she', 'want', 'I', 'as', 'a', 'friend', 'but', 'i', 'can', 't', 'see', 'she', 'as', 'just', 'my', 'friend', 'and', 'i', 'get', 'hurt', 'a', 'lot', 'by', 'what', 'she', 'say', 'sometimes', 'how', 'do', 'i', 'move', 'on']"
22501,1,What is the best phone to buy below $100?,what is the best phone to buy below 100,"['WP', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'RB', 'CD']","['what', 'be', 'the', 'best', 'phone', 'to', 'buy', 'below', '100']"
38448,0,what company is vans,what company is vans,"['WDT', 'NN', 'VBZ', 'NNS']","['what', 'company', 'be', 'van']"
38335,0,what cheese pairs with apricot,what cheese pairs with apricot,"['WDT', 'NN', 'NNS', 'IN', 'NN']","['what', 'cheese', 'pair', 'with', 'apricot']"
40310,0,what does otv stand for in seal,what does otv stand for in seal,"['WP', 'VBZ', 'NN', 'VB', 'IN', 'IN', 'NN']","['what', 'do', 'otv', 'stand', 'for', 'in', 'seal']"
31475,0,"Why in Arabic language ""China"" also means ""iron""?",why in arabic language china also means iron,"['WRB', 'IN', 'JJ', 'NN', 'NNP', 'RB', 'VBZ', 'NN']","['why', 'in', 'arabic', 'language', 'china', 'also', 'mean', 'iron']"
28642,0,What are the reviews about National University of Malaysia (UKM)?,what are the reviews about national university of malaysia ukm,"['WP', 'VBP', 'DT', 'NNS', 'IN', 'JJ', 'NN', 'IN', 'NNP', 'NNP']","['what', 'be', 'the', 'review', 'about', 'national', 'university', 'of', 'malaysia', 'ukm']"
20986,0,what is airwatch adp,what is airwatch adp,"['WP', 'VBZ', 'NNP', 'NNP']","['what', 'be', 'airwatch', 'adp']"
9035,0,when did egypt become part of the roman empire,when did egypt become part of the roman empire,"['WRB', 'VBD', 'NNP', 'VB', 'NN', 'IN', 'DT', 'JJ', 'NN']","['when', 'do', 'egypt', 'become', 'part', 'of', 'the', 'roman', 'empire']"
7131,0,what channel is at&t sports network on directv,what channel is at t sports network on directv,"['WDT', 'NN', 'VBZ', 'IN', 'NNP', 'NNS', 'NN', 'IN', 'NNP']","['what', 'channel', 'be', 'at', 't', 'sport', 'network', 'on', 'directv']"
38699,0,"what county is mahwah, nj",what county is mahwah nj,"['WDT', 'NN', 'VBZ', 'NNP', 'NNP']","['what', 'county', 'be', 'mahwah', 'nj']"
11454,0,how many hours of study for credit hour,how many hours of study for credit hour,"['WRB', 'JJ', 'NNS', 'IN', 'NN', 'IN', 'NN', 'NN']","['how', 'many', 'hour', 'of', 'study', 'for', 'credit', 'hour']"
39588,0,what does an everstone do?,what does an everstone do,"['WP', 'VBZ', 'DT', 'NN', 'VB']","['what', 'do', 'a', 'everstone', 'do']"
1737,0,what does the song do it again by steely dan mean,what does the song do it again by steely dan mean,"['WP', 'VBZ', 'DT', 'NN', 'VB', 'PRP', 'RB', 'IN', 'JJ', 'NNP', 'VB']","['what', 'do', 'the', 'song', 'do', 'it', 'again', 'by', 'steely', 'dan', 'mean']"
40055,0,what does inhalants do in an emotional effect,what does inhalants do in an emotional effect,"['WP', 'VBZ', 'NNS', 'VB', 'IN', 'DT', 'JJ', 'NN']","['what', 'do', 'inhalant', 'do', 'in', 'a', 'emotional', 'effect']"
7799,0,can i do a phd with a postgraduate diploma,can i do a phd with a postgraduate diploma,"['MD', 'PRP', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN']","['can', 'i', 'do', 'a', 'phd', 'with', 'a', 'postgraduate', 'diploma']"
17756,0,which side of wall does one insulate to keep noise from going to other room,which side of wall does one insulate to keep noise from going to other room,"['WDT', 'NN', 'IN', 'NN', 'VBZ', 'PRP', 'VB', 'TO', 'VB', 'NN', 'IN', 'VBG', 'IN', 'JJ', 'NN']","['which', 'side', 'of', 'wall', 'do', 'one', 'insulate', 'to', 'keep', 'noise', 'from', 'go', 'to', 'other', 'room']"
3214,0,what triggers the release of calcium from the sarcoplasmic reticulum,what triggers the release of calcium from the sarcoplasmic reticulum,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN']","['what', 'trigger', 'the', 'release', 'of', 'calcium', 'from', 'the', 'sarcoplasmic', 'reticulum']"
17464,0,where is judson college,where is judson college,"['WRB', 'VBZ', 'NNP', 'NN']","['where', 'be', 'judson', 'college']"
17503,0,how to type euro symbol in excel shortcut,how to type euro symbol in excel shortcut,"['WRB', 'TO', 'VB', 'JJ', 'NN', 'IN', 'NN', 'NN']","['how', 'to', 'type', 'euro', 'symbol', 'in', 'excel', 'shortcut']"
29022,0,What does it mean to hike up your skirt?,what does it mean to hike up your skirt,"['WP', 'VBZ', 'PRP', 'VB', 'TO', 'VB', 'RP', 'PRP$', 'NN']","['what', 'do', 'it', 'mean', 'to', 'hike', 'up', 'you', 'skirt']"
21883,1,What are good project management tools for IT companies?,what are good project management tools for it companies,"['WP', 'VBP', 'JJ', 'NN', 'NN', 'NNS', 'IN', 'PRP', 'NNS']","['what', 'be', 'good', 'project', 'management', 'tool', 'for', 'it', 'company']"
881,0,when was growing old by matthew arnold written,when was growing old by matthew arnold written,"['WRB', 'VBD', 'VBG', 'JJ', 'IN', 'NNP', 'NNP', 'VBN']","['when', 'be', 'grow', 'old', 'by', 'matthew', 'arnold', 'write']"
29031,0,"What does it mean when you send someone a message on Kik and it says ""S"" instead of a ""D"" or ""R""?",what does it mean when you send someone a message on kik and it says s instead of a d or r,"['WP', 'VBZ', 'PRP', 'VB', 'WRB', 'PRP', 'VBP', 'NN', 'DT', 'NN', 'IN', 'NNP', 'CC', 'PRP', 'VBZ', 'VBZ', 'RB', 'IN', 'DT', 'NNP', 'CC', 'NNP']","['what', 'do', 'it', 'mean', 'when', 'you', 'send', 'someone', 'a', 'message', 'on', 'kik', 'and', 'it', 'say', 'be', 'instead', 'of', 'a', 'd', 'or', 'be']"
40547,0,what does standing mean in judicial process,what does standing mean in judicial process,"['WP', 'VBZ', 'VBG', 'VB', 'IN', 'JJ', 'NN']","['what', 'do', 'stand', 'mean', 'in', 'judicial', 'process']"
23424,1,"What are the most common traffic convictions in Arkansas, and how does the severity of the convictions differ in Colorado?",what are the most common traffic convictions in arkansas and how does the severity of the convictions differ in colorado,"['WP', 'VBP', 'DT', 'RBS', 'JJ', 'NN', 'NNS', 'IN', 'NNP', 'CC', 'WRB', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNS', 'VB', 'IN', 'NNP']","['what', 'be', 'the', 'most', 'common', 'traffic', 'conviction', 'in', 'arkansas', 'and', 'how', 'do', 'the', 'severity', 'of', 'the', 'conviction', 'differ', 'in', 'colorado']"
6221,0,where is vienna on a map of europe,where is vienna on a map of europe,"['WRB', 'VBZ', 'NNP', 'IN', 'DT', 'NN', 'IN', 'NNP']","['where', 'be', 'vienna', 'on', 'a', 'map', 'of', 'europe']"
15656,0,what is the irs,what is the irs,"['WP', 'VBZ', 'DT', 'NN']","['what', 'be', 'the', 'ir']"
24014,0,Can vegans drink red wine?,can vegans drink red wine,"['MD', 'NNS', 'VB', 'JJ', 'NN']","['can', 'vegan', 'drink', 'red', 'wine']"
28929,0,What do you think about you?,what do you think about you,"['WP', 'VBP', 'PRP', 'VB', 'IN', 'PRP']","['what', 'do', 'you', 'think', 'about', 'you']"
12268,0,what is the cpt code for removal of ingrown toenail,what is the cpt code for removal of ingrown toenail,"['WP', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'NN', 'IN', 'JJ', 'NN']","['what', 'be', 'the', 'cpt', 'code', 'for', 'removal', 'of', 'ingrown', 'toenail']"
17712,0,what is the fluid inside a blister called,what is the fluid inside a blister called,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBN']","['what', 'be', 'the', 'fluid', 'inside', 'a', 'blister', 'call']"
28977,0,What does Bhutanese people think of India?,what does bhutanese people think of india,"['WP', 'VBZ', 'JJ', 'NNS', 'VB', 'IN', 'NNP']","['what', 'do', 'bhutanese', 'people', 'think', 'of', 'india']"
40488,0,what does self rental type of property mean,what does self rental type of property mean,"['WP', 'VBZ', 'NN', 'JJ', 'NN', 'IN', 'NN', 'VB']","['what', 'do', 'self', 'rental', 'type', 'of', 'property', 'mean']"
30058,0,What led Indian government to remove 500 and 1000 rs notes from circulation? Will be able to remove black economy?,what led indian government to remove 500 and 1000 rs notes from circulation will be able to remove black economy,"['WP', 'VBD', 'JJ', 'NN', 'TO', 'VB', 'CD', 'CC', 'CD', 'NN', 'NNS', 'IN', 'NN', 'MD', 'VB', 'JJ', 'TO', 'VB', 'JJ', 'NN']","['what', 'lead', 'indian', 'government', 'to', 'remove', '500', 'and', '1000', 'rs', 'note', 'from', 'circulation', 'will', 'be', 'able', 'to', 'remove', 'black', 'economy']"
37902,0,what artery supplies the maxillary molars,what artery supplies the maxillary molars,"['WDT', 'NN', 'VBZ', 'DT', 'JJ', 'NNS']","['what', 'artery', 'supply', 'the', 'maxillary', 'molar']"
3516,0,when do we get out for thanksgiving break,when do we get out for thanksgiving break,"['WRB', 'VBP', 'PRP', 'VB', 'RP', 'IN', 'NN', 'NN']","['when', 'do', 'we', 'get', 'out', 'for', 'thanksgiving', 'break']"
21917,1,What are some good sports for girls to do?,what are some good sports for girls to do,"['WP', 'VBP', 'DT', 'JJ', 'NNS', 'IN', 'NNS', 'TO', 'VB']","['what', 'be', 'some', 'good', 'sport', 'for', 'girl', 'to', 'do']"
23514,1,What was the weirdest thing you’ve seen your child do?,what was the weirdest thing you ve seen your child do,"['WP', 'VBD', 'DT', 'JJS', 'NN', 'PRP', 'VBP', 'VBN', 'PRP$', 'NN', 'VB']","['what', 'be', 'the', 'weirdest', 'thing', 'you', 'have', 'see', 'you', 'child', 'do']"
39439,0,what does a meteor look and feel like,what does a meteor look and feel like,"['WP', 'VBZ', 'DT', 'NN', 'VB', 'CC', 'VB', 'JJ']","['what', 'do', 'a', 'meteor', 'look', 'and', 'feel', 'like']"
21541,1,Which are best apps for photo edit?,which are best apps for photo edit,"['WDT', 'VBP', 'JJS', 'NNS', 'IN', 'NN', 'NN']","['which', 'be', 'best', 'apps', 'for', 'photo', 'edit']"
9048,0,who is designated survivor for state of the union 2018,who is designated survivor for state of the union 2018,"['WP', 'VBZ', 'VBN', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'CD']","['who', 'be', 'designate', 'survivor', 'for', 'state', 'of', 'the', 'union', '2018']"
26882,0,"I am residing in a country near Africa, to start a website to mobile/dth recharge online.can anyone sugest me some cheap and trusted api providers?",i am residing in a country near africa to start a website to mobile dth recharge online can anyone sugest me some cheap and trusted api providers,"['PRP', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'IN', 'NNP', 'TO', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NN', 'RB', 'MD', 'NN', 'VB', 'PRP', 'DT', 'JJ', 'CC', 'VBN', 'NN', 'NNS']","['i', 'be', 'reside', 'in', 'a', 'country', 'near', 'africa', 'to', 'start', 'a', 'website', 'to', 'mobile', 'dth', 'recharge', 'online', 'can', 'anyone', 'sugest', 'I', 'some', 'cheap', 'and', 'trust', 'api', 'provider']"
22453,1,What is the best conversation you had with a stranger?,what is the best conversation you had with a stranger,"['WP', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'VBD', 'IN', 'DT', 'NN']","['what', 'be', 'the', 'best', 'conversation', 'you', 'have', 'with', 'a', 'stranger']"
24363,0,Does Kanye West write his own lyrics?,does kanye west write his own lyrics,"['VBZ', 'NNP', 'RB', 'VB', 'PRP$', 'JJ', 'NNS']","['do', 'kanye', 'west', 'write', 'he', 'own', 'lyric']"
25749,0,How do I read minds?,how do i read minds,"['WRB', 'VBP', 'PRP', 'VB', 'NNS']","['how', 'do', 'i', 'read', 'mind']"
14759,0,what is gd&t,what is gd t,"['WP', 'VBZ', 'NNP', 'NNP']","['what', 'be', 'gd', 't']"
29668,0,What is the expected cutoff for KVPY SA 2016 -17?,what is the expected cutoff for kvpy sa 2016 17,"['WP', 'VBZ', 'DT', 'VBN', 'NN', 'IN', 'NNP', 'NNP', 'CD', 'CD']","['what', 'be', 'the', 'expect', 'cutoff', 'for', 'kvpy', 'sa', '2016', '17']"
17859,0,what caused king tut's death,what caused king tut s death,"['WP', 'VBD', 'NN', 'NN', 'POS', 'NN']","['what', 'cause', 'king', 'tut', ""'s"", 'death']"
20510,0,who is george from the beatles,who is george from the beatles,"['WP', 'VBZ', 'NN', 'IN', 'DT', 'NNPS']","['who', 'be', 'george', 'from', 'the', 'beatles']"
9211,1,who will typically have the most decision-making ability in this relationship,who will typically have the most decision making ability in this relationship,"['WP', 'MD', 'RB', 'VB', 'DT', 'JJS', 'NN', 'VBG', 'NN', 'IN', 'DT', 'NN']","['who', 'will', 'typically', 'have', 'the', 'most', 'decision', 'make', 'ability', 'in', 'this', 'relationship']"
27838,0,Is Trump a racist?,is trump a racist,"['VBZ', 'NNP', 'DT', 'JJ']","['be', 'trump', 'a', 'racist']"
19509,0,what governmental agency can i lodge a complaint against a real estate agent,what governmental agency can i lodge a complaint against a real estate agent,"['WDT', 'JJ', 'NN', 'MD', 'PRP', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN']","['what', 'governmental', 'agency', 'can', 'i', 'lodge', 'a', 'complaint', 'against', 'a', 'real', 'estate', 'agent']"
26292,0,How good is the return policy of Amazon India?,how good is the return policy of amazon india,"['WRB', 'JJ', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'NNP', 'NNP']","['how', 'good', 'be', 'the', 'return', 'policy', 'of', 'amazon', 'india']"
2652,0,what is a network port on a computer,what is a network port on a computer,"['WP', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN']","['what', 'be', 'a', 'network', 'port', 'on', 'a', 'computer']"
2630,0,who played guitar on bobby helms jingle bell rock,who played guitar on bobby helms jingle bell rock,"['WP', 'VBD', 'NN', 'IN', 'NN', 'NNS', 'NN', 'NN', 'NN']","['who', 'play', 'guitar', 'on', 'bobby', 'helm', 'jingle', 'bell', 'rock']"
28908,0,What do you do when you are extremely pissed off and cannot show your anger?,what do you do when you are extremely pissed off and cannot show your anger,"['WP', 'VBP', 'PRP', 'VB', 'WRB', 'PRP', 'VBP', 'RB', 'JJ', 'RP', 'CC', 'MD', 'VB', 'PRP$', 'NN']","['what', 'do', 'you', 'do', 'when', 'you', 'be', 'extremely', 'pissed', 'off', 'and', 'cannot', 'show', 'you', 'anger']"
37234,0,what are female disorders,what are female disorders,"['WP', 'VBP', 'JJ', 'NNS']","['what', 'be', 'female', 'disorder']"
10434,1,What are the top 10 goal scorers of the premier league,what are the top 10 goal scorers of the premier league,"['WP', 'VBP', 'DT', 'JJ', 'CD', 'NN', 'NNS', 'IN', 'DT', 'NN', 'NN']","['what', 'be', 'the', 'top', '10', 'goal', 'scorer', 'of', 'the', 'premier', 'league']"
18470,0,are frappuccinos espresso drinks,are frappuccinos espresso drinks,"['VBP', 'NNS', 'JJ', 'NNS']","['be', 'frappuccino', 'espresso', 'drink']"
19431,0,what kind of vegetable are brussels sprouts and cabbage,what kind of vegetable are brussels sprouts and cabbage,"['WDT', 'NN', 'IN', 'NN', 'VBP', 'NNS', 'NNS', 'CC', 'NN']","['what', 'kind', 'of', 'vegetable', 'be', 'brussel', 'sprout', 'and', 'cabbage']"
19573,0,what's comparable to nutrology tripact protein powder,what s comparable to nutrology tripact protein powder,"['WP', 'VBZ', 'JJ', 'IN', 'NN', 'JJ', 'NN', 'NN']","['what', 'be', 'comparable', 'to', 'nutrology', 'tripact', 'protein', 'powder']"
1868,0,how many countries can one be a citizen of,how many countries can one be a citizen of,"['WRB', 'JJ', 'NNS', 'MD', 'PRP', 'VB', 'DT', 'NN', 'IN']","['how', 'many', 'country', 'can', 'one', 'be', 'a', 'citizen', 'of']"
21467,1,"Which is a good solar panel installation provider in Pacific Beach, California CA?",which is a good solar panel installation provider in pacific beach california ca,"['WDT', 'VBZ', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'IN', 'NNP', 'NN', 'NNP', 'NNP']","['which', 'be', 'a', 'good', 'solar', 'panel', 'installation', 'provider', 'in', 'pacific', 'beach', 'california', 'can']"
19363,1,what is the largest organ in the human body?,what is the largest organ in the human body,"['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'JJ', 'NN']","['what', 'be', 'the', 'large', 'organ', 'in', 'the', 'human', 'body']"
26309,0,How has the profession of nursing changed in the past century?,how has the profession of nursing changed in the past century,"['WRB', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'VBN', 'IN', 'DT', 'JJ', 'NN']","['how', 'have', 'the', 'profession', 'of', 'nursing', 'change', 'in', 'the', 'past', 'century']"
38404,0,what color is associated to anger,what color is associated to anger,"['WDT', 'NN', 'VBZ', 'VBN', 'IN', 'NN']","['what', 'color', 'be', 'associate', 'to', 'anger']"
22307,1,What are the best music videos you have ever seen?,what are the best music videos you have ever seen,"['WP', 'VBP', 'DT', 'JJS', 'NN', 'NNS', 'PRP', 'VBP', 'RB', 'VBN']","['what', 'be', 'the', 'best', 'music', 'video', 'you', 'have', 'ever', 'see']"
11870,0,how is a graph numbered,how is a graph numbered,"['WRB', 'VBZ', 'DT', 'NN', 'VBN']","['how', 'be', 'a', 'graph', 'number']"
19973,0,what is the mission of the cassini-huygens spacecraft,what is the mission of the cassini huygens spacecraft,"['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NN']","['what', 'be', 'the', 'mission', 'of', 'the', 'cassini', 'huygens', 'spacecraft']"
29026,0,What does it mean when a man calls his woman friend baby?,what does it mean when a man calls his woman friend baby,"['WP', 'VBZ', 'PRP', 'VB', 'WRB', 'DT', 'NN', 'VBZ', 'PRP$', 'NN', 'NN', 'NN']","['what', 'do', 'it', 'mean', 'when', 'a', 'man', 'call', 'he', 'woman', 'friend', 'baby']"
22375,1,What are the best ways to attract investors to your business or idea?,what are the best ways to attract investors to your business or idea,"['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'NNS', 'IN', 'PRP$', 'NN', 'CC', 'NN']","['what', 'be', 'the', 'best', 'way', 'to', 'attract', 'investor', 'to', 'you', 'business', 'or', 'idea']"
11485,0,what is the peloton,what is the peloton,"['WP', 'VBZ', 'DT', 'NN']","['what', 'be', 'the', 'peloton']"
