x	y
Google [SEP] Kingston [SEP] People are in a serious mood of trolling in OTW! _________________ Buy from companies supporting opensource -- IBM, Dell, HP, Hitachi, Google etc... Disfavor companies supporting only Win -- Logitech, Epson, Pioneer, Kingston, WD, Yahoo, MSI, XFX, Huawei My blog	2
Direct3D [SEP] OpenGL [SEP] John Carmack, the co-founder of id Software who pretty much helped invent the first-person shooter genre, not to mention an all-around fantastic gentleman (we hung on his every word during last year's QuakeCon ), has said that he now believes Direct3D is a superior API to OpenGL .	2
harvard [SEP] stanford [SEP] harvard vs. stanford: Which Builds a Better Entrepreneur?	0
Bluetooth [SEP] USB [SEP] Other uses might be better met using Bluetooth, or USB audio.	0
Intel [SEP] Kingston [SEP] Introduction, Registration, BYOC waiting line, Shelby GT500 unveiling Official event kick-off, John Carmack keynote address Vendors - Intel, NVidia, AMD, MSI, Kingston Vendors - Antec, Cooler Master, Cyberpower, Alienware BYOC Gamers, Custom Rigs, Day 1 Conclusion	0
metal [SEP] aluminum [SEP] Magnesium is a light weight harder metal than aluminum.	2
USB [SEP] Ethernet [SEP] USB and Ethernet cables have to be reeved around inside the machine, under the scanner section, but it's probably easier to set it up for a wireless connection.	0
"OpenCL [SEP] CUDA [SEP] Convincing them to try OpenCL instead of CUDA, is like trying to convert a Fortran user to C/C++/..., because ""Fortran is on average 10% faster"" (you hear that a lot from these guys)."	0
carolina [SEP] pennsylvania [SEP] Evans will maintain offices in North carolina and pennsylvania to better serve the Eastern accounts.	0
Eclipse [SEP] NetBeans [SEP] I recommend Eclipse, but others like NetBeans.	0
Intel [SEP] Kingston [SEP] (1200 watts) Motherboard: ASUS P8P67 DELUXE Processor: Intel I7-2600K CPU Cooler: Antec Kuhler H20 920 Memory: Crucial 8GB (2x4GB) DDR3 Graphics Card: GTX 460 SuperClocked (probably be replaced by GTX 600 or HD 7000 series in mid 2012) Storage: 120GB Kingston HyperX SSD and 1TB WD Caviar Black for games.	0
soda [SEP] chocolate [SEP] The former owners had no soda or chocolate!! Old seats have seen better days!	0
plastic [SEP] cardboard [SEP] You may find using a plastic applicator easier than a cardboard one.	2
Honda [SEP] BMW [SEP] Honda cold probably legitimately build a better 3 than BMW easily.	2
Buick [SEP] Cadillac [SEP] The 1979-1985 E-bodys had presence and as long as you got the Oldsmobile or Buick over the 4100V8 Cadillac you got a decent engine too.	2
mobile [SEP] laptop [SEP] There's something about it that feels much faster than my (admittedly out of date) mobile phone, and it feels significantly faster than my laptop or desktop.	2
Sony [SEP] Apple [SEP] Sony May Kiss Low-End Smartphones Goodbye To Better Compete With Samsung And Apple	0
restaurant [SEP] cafe [SEP] @wingstop grew its follower-base faster than all other restaurant & cafe IDs from Australia.	0
iOS [SEP] Apple TV [SEP] Touch, almost no change iPhone same(bad) form factor after 1.5 years MacBooks, no changes apart from actualizing components iOS boring changes OSX Lion, overall bad changes and direction looks bad as well Nano, classic etc.? Crickets Apple TV nada Mini, worse than before (no DVD player in a media pc?) iPad2, flatter (actually important but not really nice)	0
california [SEP] virginia [SEP] It's much easier to take care of injuries and soreness when I'm here, as opposed to back home in california or in virginia.	0
california [SEP] missouri [SEP] california vs. missouri footprint	0
stone [SEP] steel [SEP] A stone tile backsplash surrounds a polished solid-surface countertop with double-bowl stainless steel sink.	0
Python [SEP] Java [SEP] I would have expected Python to be slower than Java, but apparently that is not the case.	2
Toyota [SEP] BMW [SEP] Personally I would drive a pickup truck before a Toyota or Lexus SUV, I feel the same was about the Porsche and BMW SUV's as well, I like my SRX Caddy better than these too.	0
Ford [SEP] Toyota [SEP] Arguably cooler than the Ford Matrix, Toyota Venza or the Mazda Sport.	0
JavaScript [SEP] PHP [SEP] I made some research and I found that the Facebook JavaScript SDK is better than the PHP SDK.	2
golf [SEP] football [SEP] Soccer, men's and women's track and field, baseball, golf, softball and football have the ability to practice in a safer, more comfortable environment.	0
"Intel [SEP] Microsoft [SEP] - Intel is far, far worse than Microsoft has ever been at anti-competitive practices."""	3
"youtube [SEP] hulu [SEP] Further he claims that while youtube ""hides behind"" the safe harbor of the DMCA, hulu has s superior advantage because it is able to license its conten t:"	3
Ford [SEP] Chevrolet [SEP] The Ford Fiesta and Chevrolet Cruze clean the Jetta's clock with better interior materials, though their advantage is blunted by tighter back seats and less cargo space.	0
Cadillac [SEP] Lexus [SEP] Well if they can get enough power in the SRX, than Cadillac may actually have a better Crossover than the Lexus RX.	2
Java [SEP] Scala [SEP] Edit: I do have a decent amount of Java experience, but I haven't used Scala before, if that plays into it.	0
hulu [SEP] amazon [SEP] Like hulu and easier shipping for amazon stuff.	0
Python [SEP] Haskell [SEP] You can go ahead and right some code without static type checking in Python, and you might even write it faster than you would have in Haskell.	2
Scala [SEP] Java [SEP] Scala makes it easier for complex builder implementation's designers than Java	2
Renault [SEP] Nissan [SEP] Renault-Nissan agreed to manufacture 100,000 electric cars , tailored to Better Place specifications.	0
Python [SEP] Perl [SEP] Python has a better standard library, but Perl has a better nonstandard library.	0
Toyota [SEP] Chevrolet [SEP] Compared to other trucks in its class, the Equator has a more solid feel than the Toyota Tacoma and Chevrolet Colorado, so those looking for a rough and rugged truck to haul their other two- and four-wheeled toys can put the Equator towards the top of their shopping lists.	0
fishing [SEP] skiing [SEP] From fishing for trout on Lake Superior and kayaking the Boundary Waters to skiing the... more	0
Chrysler [SEP] Toyota [SEP] While a merger with Chrysler would make Fiat the world's seventh-largest carmaker and give it better scale to compete with GM, Volkswagen and Toyota Motor Corp., the combined company still needs a bigger presence in the growth markets of Asia and has to prove it can make money in Europe.	0
Smalltalk [SEP] Java [SEP] And Smalltalk, Java and	0
MySQL [SEP] Oracle [SEP] Software Engineer, MySQL-Oracle	0
Python [SEP] Ruby [SEP] Python og Ruby would be better to learn about variables and programflow.	0
basketball [SEP] tennis [SEP] like today's basketball players,tennis players football players, hockey players are better than yesteryears players.	0
Dell [SEP] Sony [SEP] Dell, Acer, Sony -- you guys should have known better.	0
Sony [SEP] Apple [SEP] In any event, Samsung phones and other electronics are still poorly built and engineered compared to better Sony, Apple, etc. products.	0
softball [SEP] basketball [SEP] Stacy Scofield ('99): She was a three-time YAIAA player of the year as a softball pitcher and was also a solid basketball player.	0
Toyota [SEP] BMW [SEP] Although buying a Kentucky-built Toyota is better than buying a Stuttgart-built BMW, it's still a long way from supporting your own country.	2
"OpenGL [SEP] Direct3D [SEP] It's frustrating when there's very little reason (and if there is a halfway decent reason, I'd like to hear about it---and don't give me that ""ease of use"" crap; any competent programmer can use either API rather well) not to use OpenGL over Direct3D, other than the ""Nobody ever got fired for choosing Microsoft"" mentality."	0
tea [SEP] soda [SEP] Chocolate, tea, coffee, soda...	0
Java [SEP] Ruby [SEP] C++, Java, Ruby, Python, etc.	0
Windows XP [SEP] Windows Vista [SEP] 1.4 GHz or faster required when running Windows XP, 2.0 GHz or faster required when running Windows Vista or 7	0
"Direct3D [SEP] OpenGL [SEP] What makes me ask is because of this advice I got: ""although i prefer c4d, for your purpose xsi will probably be better, coz c4d chokes on high poly scenes coz of it's lack of Direct3D support, only OpenGL."	0
Windows XP [SEP] Windows 98 [SEP] It is easier to install and seems to work well with Windows XP but crashed a lot on Windows 98 (at least when I tested it).	2
ps3 [SEP] psp [SEP] Want: A better computer, a ps3 and a new psp.	0
Windows XP [SEP] Windows Vista [SEP] CPU :  Intel Core2Duo @ 2.4Ghz on Windows XP / Windows Vista / Windows 7.  Dual core processor (Core duo 2 or better)	0
OpenGL [SEP] Direct3D [SEP] And, unless you need scalability to ancient hardware as well, maybe it's a better idea to just implement your software rendering as pixel shaders under OpenGL or Direct3D?	0
Windows 8 [SEP] Windows 7 [SEP] Early adopters of Windows 8 will find the new operating system to be like Windows 7, but optimized and faster.	2
iphone [SEP] ipod [SEP] Project Title: ODOC iphone & ipod Dock: Elegant Design, Superior Function	0
gamecube [SEP] wii [SEP] even Super gamecube would have been better than wii.	2
Ferrari [SEP] Renault [SEP] Ferrari was faster over a race distance than Renault.	2
Leica [SEP] Nikon [SEP] It's delusional to think that making your photographs with a Leica, a Nikon D800000ExS or a Mamiya/Leaf or Hassy or a Fuji x-Pro will make them any better than a decent entry-level dslr or mirrorless camera of almost any description.	0
cement [SEP] wood [SEP] 3. cement against wood?	0
PHP [SEP] Python [SEP] The point is that languajes like PHP and Python are easier to grasp for the OO newbie.	0
facebook [SEP] google [SEP] Maybe facebook and google+ are indexed faster than your site.	0
virginia [SEP] missouri [SEP] virginia, Maryland, California, Illinois, missouri, are all more or less impure; Louisiana, under the influence of its lottery company (now happily at an end), was even worse than New York.	0
"suv [SEP] minivan [SEP] $20....suv...minivan?"""	0
PHP [SEP] Java [SEP] Anyway, I agree that PHP is better (or at least easier to use) than Java for some things.	2
facebook [SEP] youtube [SEP] I think nothing is worse on Twitter, facebook, youtube or blogs than being one-directional.	0
Windows 7 [SEP] Windows 8 [SEP] Windows 7 Media Center is superior in just about every way compared to the Windows 8 'upgrade'.	2
california [SEP] georgia [SEP] I think Southern california and georgia would have been a better match-up.	0
wii [SEP] psp [SEP] I prefer the wii version, because having dual analogs is really much better than using the crappy psp controls.	2
hulu [SEP] amazon [SEP] When you compare the quality of other services (streaming - hulu, Netflix -- non streaming iTunes, amazon) I felt the picture quality from the nomad was worse than these.	0
"Dell [SEP] Intel [SEP] Dell ""considered"" AMD publicly a few times, just to get a better deal with Intel."	0
PHP [SEP] JavaScript [SEP] Ideally you will be working with the latest and great version of Drupal; have solid PHP, JavaScript, jQuery, and CSS experience; and knowledge of MySQL.	0
OpenGL [SEP] Direct3D [SEP] files required  + high software compatibility - many titles which didn't run on eyeSCREAM now work  + works with OpenGL and Glide wrappers + best Direct3D support ever (much better than eyeSCREAM) + good stereo effects + best image quality ever + no black interlace-lines + highest resolutions ever - hungry for 1600x1200 per eye anyone?	0
sausage [SEP] bread [SEP] We decided on a delicious hot meal of sausage and peppers,fresh ciabatta bread,and what warms better than a glass of vino!	0
Nissan [SEP] Honda [SEP] So did Nissan, Honda and Toyota.	0
Google [SEP] Amazon [SEP] Even better, both Google and Amazon let you access their e-books on pretty much any device you like.	0
"Nokia [SEP] Siemens [SEP] For certain operator customers, we believe this collaboration will deliver a strong business case through the most advanced, best-in-class WiMAX network solution that leverages Nokia Siemens Networks' solid experience in local market execution and support capabilities - key elements that fit well within our Open WiMAX strategy."""	0
Hewlett-Packard [SEP] Dell [SEP] Nokia towered over its rivals in ways that Toyota, General Motors, Fiat, Volkswagen etc could only dream of in cars, or in ways that Hewlett-Packard, Dell, IBM, Apple and Compaq had never felt possible in their industries, yes, Nokia was more than twice as big as its nearest rival - and profitable - and growing faster than its rivals  like Apple and Samsung!	0
